LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
W310X86,,824.2462319,111935.529,380.9027536,0,0,-477.2502899,0,0,156.6610986,285.9003043,0,0,0,313.5058841,-255.7281594,,0,286.0933623,0,0,211.1892029,827.8784058,0,0,20.78114928,26.27618116,724.6577681,6959.400435,3396.351884,130.0638696,638.1137565,6540.415855,4076.571246,-131.2672899,0,257434.6228,644.4065823,0,0,0,0,0,94.06127536,-0.231223333,0,-2.078888261
W310X79,,825.7827536,112145.5942,381.1914493,0,0,-478.785942,0,0,156.9537203,286.4377391,0,0,0,314.0796232,-256.3617681,,0,286.5769275,0,0,211.5861594,829.4223188,0,0,20.79501014,26.29646377,726.0632464,6972.903913,3402.883623,130.1948261,639.3408087,6552.916029,4084.334551,-131.668942,0,257963.7214,645.7334575,0,0,0,0,0,94.04814493,-0.233443333,0,-2.085144348
W310X74,,827.3192754,112355.6594,381.4801449,0,0,-480.3215942,0,0,157.246342,286.9751739,0,0,0,314.6533623,-256.9953768,,0,287.0604928,0,0,211.9831159,830.9662319,0,0,20.80887101,26.31674638,727.4687246,6986.407391,3409.415362,130.3257826,640.5678609,6565.416203,4092.097855,-132.0705942,0,258492.8201,647.0603328,0,0,0,0,0,94.03501449,-0.235663333,0,-2.091400435
W310X67,,828.8557971,112565.7246,381.7688406,0,0,-481.8572464,0,0,157.5389638,287.5126087,0,0,0,315.2271014,-257.6289855,,0,287.544058,0,0,212.3800725,832.5101449,0,0,20.82273188,26.33702899,728.8742029,6999.91087,3415.947101,130.4567391,641.794913,6577.916377,4099.861159,-132.4722464,0,259021.9188,648.387208,0,0,0,0,0,94.02188406,-0.237883333,0,-2.097656522
W310X60,,830.3923188,112775.7899,382.0575362,0,0,-483.3928986,0,0,157.8315855,288.0500435,0,0,0,315.8008406,-258.2625942,,0,288.0276232,0,0,212.777029,834.054058,0,0,20.83659275,26.35731159,730.2796812,7013.414348,3422.478841,130.5876957,643.0219652,6590.416551,4107.624464,-132.8738986,0,259551.0175,649.7140832,0,0,0,0,0,94.00875362,-0.240103333,0,-2.103912609
W310X52,,831.9288406,112985.8551,382.3462319,0,0,-484.9285507,0,0,158.1242072,288.5874783,0,0,0,316.3745797,-258.8962029,,0,288.5111884,0,0,213.1739855,835.597971,0,0,20.85045362,26.3775942,731.6851594,7026.917826,3429.01058,130.7186522,644.2490174,6602.916725,4115.387768,-133.2755507,0,260080.1162,651.0409584,0,0,0,0,0,93.99562319,-0.242323333,0,-2.110168696
W310X500,,833.4653623,113195.9203,382.6349275,0,0,-486.4642029,0,0,158.416829,289.124913,0,0,0,316.9483188,-259.5298116,,0,288.9947536,0,0,213.570942,837.1418841,0,0,20.86431449,26.39787681,733.0906377,7040.421304,3435.542319,130.8496087,645.4760696,6615.416899,4123.151072,-133.6772029,0,260609.2149,652.3678336,0,0,0,0,0,93.98249275,-0.244543333,0,-2.116424783
W310X454,,835.0018841,113405.9855,382.9236232,0,0,-487.9998551,0,0,158.7094507,289.6623478,0,0,0,317.522058,-260.1634203,,0,289.4783188,0,0,213.9678986,838.6857971,0,0,20.87817536,26.41815942,734.4961159,7053.924783,3442.074058,130.9805652,646.7031217,6627.917072,4130.914377,-134.0788551,0,261138.3136,653.6947088,0,0,0,0,0,93.96936232,-0.246763333,0,-2.12268087
W310X44.5,,836.5384058,113616.0507,383.2123188,0,0,-489.5355072,0,0,159.0020725,290.1997826,0,0,0,318.0957971,-260.797029,,0,289.9618841,0,0,214.3648551,840.2297101,0,0,20.89203623,26.43844203,735.9015942,7067.428261,3448.605797,131.1115217,647.9301739,6640.417246,4138.677681,-134.4805072,0,261667.4123,655.0215841,0,0,0,0,0,93.95623188,-0.248983333,0,-2.128936957
W310X415,,838.0749275,113826.1159,383.5010145,0,0,-491.0711594,0,0,159.2946942,290.7372174,0,0,0,318.6695362,-261.4306377,,0,290.4454493,0,0,214.7618116,841.7736232,0,0,20.9058971,26.45872464,737.3070725,7080.931739,3455.137536,131.2424783,649.1572261,6652.91742,4146.440986,-134.8821594,0,262196.511,656.3484593,0,0,0,0,0,93.94310145,-0.251203333,0,-2.135193043
W310X38.7,,839.6114493,114036.1812,383.7897101,0,0,-492.6068116,0,0,159.5873159,291.2746522,0,0,0,319.2432754,-262.0642464,,0,290.9290145,0,0,215.1587681,843.3175362,0,0,20.91975797,26.47900725,738.7125507,7094.435217,3461.669275,131.3734348,650.3842783,6665.417594,4154.20429,-135.2838116,0,262725.6097,657.6753345,0,0,0,0,0,93.92997101,-0.253423333,0,-2.14144913
W310X375,,841.147971,114246.2464,384.0784058,0,0,-494.1424638,0,0,159.8799377,291.812087,0,0,0,319.8170145,-262.6978551,,0,291.4125797,0,0,215.5557246,844.8614493,0,0,20.93361884,26.49928986,740.118029,7107.938696,3468.201014,131.5043913,651.6113304,6677.917768,4161.967594,-135.6854638,0,263254.7084,659.0022097,0,0,0,0,0,93.91684058,-0.255643333,0,-2.147705217
W310X342,,842.6844928,114456.3116,384.3671014,0,0,-495.6781159,0,0,160.1725594,292.3495217,0,0,0,320.3907536,-263.3314638,,0,291.8961449,0,0,215.9526812,846.4053623,0,0,20.94747971,26.51957246,741.5235072,7121.442174,3474.732754,131.6353478,652.8383826,6690.417942,4169.730899,-136.0871159,0,263783.8071,660.3290849,0,0,0,0,0,93.90371014,-0.257863333,0,-2.153961304
W310X32.7,,844.2210145,114666.3768,384.6557971,0,0,-497.2137681,0,0,160.4651812,292.8869565,0,0,0,320.9644928,-263.9650725,,0,292.3797101,0,0,216.3496377,847.9492754,0,0,20.96134058,26.53985507,742.9289855,7134.945652,3481.264493,131.7663043,654.0654348,6702.918116,4177.494203,-136.4887681,0,264312.9058,661.6559601,0,0,0,0,0,93.89057971,-0.260083333,0,-2.160217391
W310X313,,845.7575362,114876.442,384.9444928,0,0,-498.7494203,0,0,160.7578029,293.4243913,0,0,0,321.5382319,-264.5986812,,0,292.8632754,0,0,216.7465942,849.4931884,0,0,20.97520145,26.56013768,744.3344638,7148.44913,3487.796232,131.8972609,655.292487,6715.41829,4185.257507,-136.8904203,0,264842.0045,662.9828354,0,0,0,0,0,93.87744928,-0.262303333,0,-2.166473478
W310X283,,847.294058,115086.5072,385.2331884,0,0,-500.2850725,0,0,161.0504246,293.9618261,0,0,0,322.111971,-265.2322899,,0,293.3468406,0,0,217.1435507,851.0371014,0,0,20.98906232,26.58042029,745.739942,7161.952609,3494.327971,132.0282174,656.5195391,6727.918464,4193.020812,-137.2920725,0,265371.1032,664.3097106,0,0,0,0,0,93.86431884,-0.264523333,0,-2.172729565
W310X28.3,,848.8305797,115296.5725,385.5218841,0,0,-501.8207246,0,0,161.3430464,294.4992609,0,0,0,322.6857101,-265.8658986,,0,293.8304058,0,0,217.5405072,852.5810145,0,0,21.00292319,26.6007029,747.1454203,7175.456087,3500.85971,132.1591739,657.7465913,6740.418638,4200.784116,-137.6937246,0,265900.2019,665.6365858,0,0,0,0,0,93.85118841,-0.266743333,0,-2.178985652
W310X253,,850.3671014,115506.6377,385.8105797,0,0,-503.3563768,0,0,161.6356681,295.0366957,0,0,0,323.2594493,-266.4995072,,0,294.313971,0,0,217.9374638,854.1249275,0,0,21.01678406,26.62098551,748.5508986,7188.959565,3507.391449,132.2901304,658.9736435,6752.918812,4208.54742,-138.0953768,0,266429.3006,666.963461,0,0,0,0,0,93.83805797,-0.268963333,0,-2.185241739
W310X23.8,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E21,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
W310X226,,851.9036232,115716.7029,386.0992754,0,0,-504.892029,0,0,161.9282899,295.5741304,0,0,0,323.8331884,-267.1331159,,0,294.7975362,0,0,218.3344203,855.6688406,0,0,21.03064493,26.64126812,749.9563768,7202.463043,3513.923188,132.421087,660.2006957,6765.418986,4216.310725,-138.497029,0,266958.3993,668.2903362,0,0,0,0,0,93.82492754,-0.271183333,0,-2.191497826
W310X21,,853.4401449,115926.7681,386.387971,0,0,-506.4276812,0,0,162.2209116,296.1115652,0,0,0,324.4069275,-267.7667246,,0,295.2811014,0,0,218.7313768,857.2127536,0,0,21.0445058,26.66155072,751.3618551,7215.966522,3520.454928,132.5520435,661.4277478,6777.919159,4224.074029,-138.8986812,0,267487.498,669.6172114,0,0,0,0,0,93.8117971,-0.273403333,0,-2.197753913
W310X202,,854.9766667,116136.8333,386.6766667,0,0,-507.9633333,0,0,162.5135333,296.649,0,0,0,324.9806667,-268.4003333,,0,295.7646667,0,0,219.1283333,858.7566667,0,0,21.05836667,26.68183333,752.7673333,7229.47,3526.986667,132.683,662.6548,6790.419333,4231.837333,-139.3003333,0,268016.5967,670.9440867,0,0,0,0,0,93.79866667,-0.275623333,0,-2.20401
W310X179,,856.5131884,116346.8986,386.9653623,0,0,-509.4989855,0,0,162.8061551,297.1864348,0,0,0,325.5544058,-269.033942,,0,296.2482319,0,0,219.5252899,860.3005797,0,0,21.07222754,26.70211594,754.1728116,7242.973478,3533.518406,132.8139565,663.8818522,6802.919507,4239.600638,-139.7019855,0,268545.6954,672.2709619,0,0,0,0,0,93.78553623,-0.277843333,0,-2.210266087
W310X158,,858.0497101,116556.9638,387.254058,0,0,-511.0346377,0,0,163.0987768,297.7238696,0,0,0,326.1281449,-269.6675507,,0,296.7317971,0,0,219.9222464,861.8444928,0,0,21.08608841,26.72239855,755.5782899,7256.476957,3540.050145,132.944913,665.1089043,6815.419681,4247.363942,-140.1036377,0,269074.7941,673.5978371,0,0,0,0,0,93.7724058,-0.280063333,0,-2.216522174
W250X131,,859.5862319,116767.029,387.5427536,0,0,-512.5702899,0,0,163.3913986,298.2613043,0,0,0,326.7018841,-270.3011594,,0,297.2153623,0,0,220.3192029,863.3884058,0,0,21.09994928,26.74268116,756.9837681,7269.980435,3546.581884,133.0758696,666.3359565,6827.919855,4255.127246,-140.5052899,0,269603.8928,674.9247123,0,0,0,0,0,93.75927536,-0.282283333,0,-2.222778261
W250X115,,861.1227536,116977.0942,387.8314493,0,0,-514.105942,0,0,163.6840203,298.7987391,0,0,0,327.2756232,-270.9347681,,0,297.6989275,0,0,220.7161594,864.9323188,0,0,21.11381014,26.76296377,758.3892464,7283.483913,3553.113623,133.2068261,667.5630087,6840.420029,4262.890551,-140.906942,0,270132.9914,676.2515875,0,0,0,0,0,93.74614493,-0.284503333,0,-2.229034348
W250X101,,862.6592754,117187.1594,388.1201449,0,0,-515.6415942,0,0,163.976642,299.3361739,0,0,0,327.8493623,-271.5683768,,0,298.1824928,0,0,221.1131159,866.4762319,0,0,21.12767101,26.78324638,759.7947246,7296.987391,3559.645362,133.3377826,668.7900609,6852.920203,4270.653855,-141.3085942,0,270662.0901,677.5784628,0,0,0,0,0,93.73301449,-0.286723333,0,-2.235290435
W250X89,,864.1957971,117397.2246,388.4088406,0,0,-517.1772464,0,0,164.2692638,299.8736087,0,0,0,328.4231014,-272.2019855,,0,298.666058,0,0,221.5100725,868.0201449,0,0,21.14153188,26.80352899,761.2002029,7310.49087,3566.177101,133.4687391,670.017113,6865.420377,4278.417159,-141.7102464,0,271191.1888,678.905338,0,0,0,0,0,93.71988406,-0.288943333,0,-2.241546522
W250X80,,865.7323188,117607.2899,388.6975362,0,0,-518.7128986,0,0,164.5618855,300.4110435,0,0,0,328.9968406,-272.8355942,,0,299.1496232,0,0,221.907029,869.564058,0,0,21.15539275,26.82381159,762.6056812,7323.994348,3572.708841,133.5996957,671.2441652,6877.920551,4286.180464,-142.1118986,0,271720.2875,680.2322132,0,0,0,0,0,93.70675362,-0.291163333,0,-2.247802609
W250X73,,867.2688406,117817.3551,388.9862319,0,0,-520.2485507,0,0,164.8545072,300.9484783,0,0,0,329.5705797,-273.4692029,,0,299.6331884,0,0,222.3039855,871.107971,0,0,21.16925362,26.8440942,764.0111594,7337.497826,3579.24058,133.7306522,672.4712174,6890.420725,4293.943768,-142.5135507,0,272249.3862,681.5590884,0,0,0,0,0,93.69362319,-0.293383333,0,-2.254058696
W250X67,,868.8053623,118027.4203,389.2749275,0,0,-521.7842029,0,0,165.147129,301.485913,0,0,0,330.1443188,-274.1028116,,0,300.1167536,0,0,222.700942,872.6518841,0,0,21.18311449,26.86437681,765.4166377,7351.001304,3585.772319,133.8616087,673.6982696,6902.920899,4301.707072,-142.9152029,0,272778.4849,682.8859636,0,0,0,0,0,93.68049275,-0.295603333,0,-2.260314783
W250X58,,870.3418841,118237.4855,389.5636232,0,0,-523.3198551,0,0,165.4397507,302.0233478,0,0,0,330.718058,-274.7364203,,0,300.6003188,0,0,223.0978986,874.1957971,0,0,21.19697536,26.88465942,766.8221159,7364.504783,3592.304058,133.9925652,674.9253217,6915.421072,4309.470377,-143.3168551,0,273307.5836,684.2128388,0,0,0,0,0,93.66736232,-0.297823333,0,-2.26657087
W250X49.1,,871.8784058,118447.5507,389.8523188,0,0,-524.8555072,0,0,165.7323725,302.5607826,0,0,0,331.2917971,-275.370029,,0,301.0838841,0,0,223.4948551,875.7397101,0,0,21.21083623,26.90494203,768.2275942,7378.008261,3598.835797,134.1235217,676.1523739,6927.921246,4317.233681,-143.7185072,0,273836.6823,685.5397141,0,0,0,0,0,93.65423188,-0.300043333,0,-2.272826957
W250X44.8,,873.4149275,118657.6159,390.1410145,0,0,-526.3911594,0,0,166.0249942,303.0982174,0,0,0,331.8655362,-276.0036377,,0,301.5674493,0,0,223.8918116,877.2836232,0,0,21.2246971,26.92522464,769.6330725,7391.511739,3605.367536,134.2544783,677.3794261,6940.42142,4324.996986,-144.1201594,0,274365.781,686.8665893,0,0,0,0,0,93.64110145,-0.302263333,0,-2.279083043
W250X38.5,,874.9514493,118867.6812,390.4297101,0,0,-527.9268116,0,0,166.3176159,303.6356522,0,0,0,332.4392754,-276.6372464,,0,302.0510145,0,0,224.2887681,878.8275362,0,0,21.23855797,26.94550725,771.0385507,7405.015217,3611.899275,134.3854348,678.6064783,6952.921594,4332.76029,-144.5218116,0,274894.8797,688.1934645,0,0,0,0,0,93.62797101,-0.304483333,0,-2.28533913
W250X32.7,,876.487971,119077.7464,390.7184058,0,0,-529.4624638,0,0,166.6102377,304.173087,0,0,0,333.0130145,-277.2708551,,0,302.5345797,0,0,224.6857246,880.3714493,0,0,21.25241884,26.96578986,772.444029,7418.518696,3618.431014,134.5163913,679.8335304,6965.421768,4340.523594,-144.9234638,0,275423.9784,689.5203397,0,0,0,0,0,93.61484058,-0.306703333,0,-2.291595217
W250X28.4,,878.0244928,119287.8116,391.0071014,0,0,-530.9981159,0,0,166.9028594,304.7105217,0,0,0,333.5867536,-277.9044638,,0,303.0181449,0,0,225.0826812,881.9153623,0,0,21.26627971,26.98607246,773.8495072,7432.022174,3624.962754,134.6473478,681.0605826,6977.921942,4348.286899,-145.3251159,0,275953.0771,690.8472149,0,0,0,0,0,93.60171014,-0.308923333,0,-2.297851304
W250X25.3,,879.5610145,119497.8768,391.2957971,0,0,-532.5337681,0,0,167.1954812,305.2479565,0,0,0,334.1604928,-278.5380725,,0,303.5017101,0,0,225.4796377,883.4592754,0,0,21.28014058,27.00635507,775.2549855,7445.525652,3631.494493,134.7783043,682.2876348,6990.422116,4356.050203,-145.7267681,0,276482.1758,692.1740901,0,0,0,0,0,93.58857971,-0.311143333,0,-2.304107391
W250X22.3,,881.0975362,119707.942,391.5844928,0,0,-534.0694203,0,0,167.4881029,305.7853913,0,0,0,334.7342319,-279.1716812,,0,303.9852754,0,0,225.8765942,885.0031884,0,0,21.29400145,27.02663768,776.6604638,7459.02913,3638.026232,134.9092609,683.514687,7002.92229,4363.813507,-146.1284203,0,277011.2745,693.5009654,0,0,0,0,0,93.57544928,-0.313363333,0,-2.310363478
W250X17.9,,882.634058,119918.0072,391.8731884,0,0,-535.6050725,0,0,167.7807246,306.3228261,0,0,0,335.307971,-279.8052899,,0,304.4688406,0,0,226.2735507,886.5471014,0,0,21.30786232,27.04692029,778.065942,7472.532609,3644.557971,135.0402174,684.7417391,7015.422464,4371.576812,-146.5300725,0,277540.3732,694.8278406,0,0,0,0,0,93.56231884,-0.315583333,0,-2.316619565
W250X167,,884.1705797,120128.0725,392.1618841,0,0,-537.1407246,0,0,168.0733464,306.8602609,0,0,0,335.8817101,-280.4388986,,0,304.9524058,0,0,226.6705072,888.0910145,0,0,21.32172319,27.0672029,779.4714203,7486.036087,3651.08971,135.1711739,685.9687913,7027.922638,4379.340116,-146.9317246,0,278069.4719,696.1547158,0,0,0,0,0,93.54918841,-0.317803333,0,-2.322875652
W250X149,,885.7071014,120338.1377,392.4505797,0,0,-538.6763768,0,0,168.3659681,307.3976957,0,0,0,336.4554493,-281.0725072,,0,305.435971,0,0,227.0674638,889.6349275,0,0,21.33558406,27.08748551,780.8768986,7499.539565,3657.621449,135.3021304,687.1958435,7040.422812,4387.10342,-147.3333768,0,278598.5706,697.481591,0,0,0,0,0,93.53605797,-0.320023333,0,-2.329131739
ST230X52,,887.2436232,120548.2029,392.7392754,0,0,-540.212029,0,0,168.6585899,307.9351304,0,0,0,337.0291884,-281.7061159,,0,305.9195362,0,0,227.4644203,891.1788406,0,0,21.34944493,27.10776812,782.2823768,7513.043043,3664.153188,135.433087,688.4228957,7052.922986,4394.866725,-147.735029,0,279127.6693,698.8084662,0,0,0,0,0,93.52292754,-0.322243333,0,-2.335387826
ST230X40.7,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E22,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
ST190X37,,888.7801449,120758.2681,393.027971,0,0,-541.7476812,0,0,168.9512116,308.4725652,0,0,0,337.6029275,-282.3397246,,0,306.4031014,0,0,227.8613768,892.7227536,0,0,21.3633058,27.12805072,783.6878551,7526.546522,3670.684928,135.5640435,689.6499478,7065.423159,4402.630029,-148.1366812,0,279656.768,700.1353414,0,0,0,0,0,93.5097971,-0.324463333,0,-2.341643913
ST190X32,,890.3166667,120968.3333,393.3166667,0,0,-543.2833333,0,0,169.2438333,309.01,0,0,0,338.1766667,-282.9733333,,0,306.8866667,0,0,228.2583333,894.2666667,0,0,21.37716667,27.14833333,785.0933333,7540.05,3677.216667,135.695,690.877,7077.923333,4410.393333,-148.5383333,0,280185.8667,701.4622167,0,0,0,0,0,93.49666667,-0.326683333,0,-2.3479
ST155X37,,891.8531884,121178.3986,393.6053623,0,0,-544.8189855,0,0,169.5364551,309.5474348,0,0,0,338.7504058,-283.606942,,0,307.3702319,0,0,228.6552899,895.8105797,0,0,21.39102754,27.16861594,786.4988116,7553.553478,3683.748406,135.8259565,692.1040522,7090.423507,4418.156638,-148.9399855,0,280714.9654,702.7890919,0,0,0,0,0,93.48353623,-0.328903333,0,-2.354156087
ST155X30.35,,893.3897101,121388.4638,393.894058,0,0,-546.3546377,0,0,169.8290768,310.0848696,0,0,0,339.3241449,-284.2405507,,0,307.8537971,0,0,229.0522464,897.3544928,0,0,21.40488841,27.18889855,787.9042899,7567.056957,3690.280145,135.956913,693.3311043,7102.923681,4425.919942,-149.3416377,0,281244.0641,704.1159671,0,0,0,0,0,93.4704058,-0.331123333,0,-2.360412174
ST155X26,,894.9262319,121598.529,394.1827536,0,0,-547.8902899,0,0,170.1216986,310.6223043,0,0,0,339.8978841,-284.8741594,,0,308.3373623,0,0,229.4492029,898.8984058,0,0,21.41874928,27.20918116,789.3097681,7580.560435,3696.811884,136.0878696,694.5581565,7115.423855,4433.683246,-149.7432899,0,281773.1628,705.4428423,0,0,0,0,0,93.45727536,-0.333343333,0,-2.366668261
ST155X23.65,,896.4627536,121808.5942,394.4714493,0,0,-549.425942,0,0,170.4143203,311.1597391,0,0,0,340.4716232,-285.5077681,,0,308.8209275,0,0,229.8461594,900.4423188,0,0,21.43261014,27.22946377,790.7152464,7594.063913,3703.343623,136.2188261,695.7852087,7127.924029,4441.446551,-150.144942,0,282302.2614,706.7697175,0,0,0,0,0,93.44414493,-0.335563333,0,-2.372924348
ST125X26,,897.9992754,122018.6594,394.7601449,0,0,-550.9615942,0,0,170.706942,311.6971739,0,0,0,341.0453623,-286.1413768,,0,309.3044928,0,0,230.2431159,901.9862319,0,0,21.44647101,27.24974638,792.1207246,7607.567391,3709.875362,136.3497826,697.0122609,7140.424203,4449.209855,-150.5465942,0,282831.3601,708.0965928,0,0,0,0,0,93.43101449,-0.337783333,0,-2.379180435
ST125X18.9,,899.5357971,122228.7246,395.0488406,0,0,-552.4972464,0,0,170.9995638,312.2346087,0,0,0,341.6191014,-286.7749855,,0,309.788058,0,0,230.6400725,903.5301449,0,0,21.46033188,27.27002899,793.5262029,7621.07087,3716.407101,136.4807391,698.239313,7152.924377,4456.973159,-150.9482464,0,283360.4588,709.423468,0,0,0,0,0,93.41788406,-0.340003333,0,-2.385436522
ST100X13.7,,901.0723188,122438.7899,395.3375362,0,0,-554.0328986,0,0,171.2921855,312.7720435,0,0,0,342.1928406,-287.4085942,,0,310.2716232,0,0,231.037029,905.074058,0,0,21.47419275,27.29031159,794.9316812,7634.574348,3722.938841,136.6116957,699.4663652,7165.424551,4464.736464,-151.3498986,0,283889.5575,710.7503432,0,0,0,0,0,93.40475362,-0.342223333,0,-2.391692609
ST100X17,,902.6088406,122648.8551,395.6262319,0,0,-555.5685507,0,0,171.5848072,313.3094783,0,0,0,342.7665797,-288.0422029,,0,310.7551884,0,0,231.4339855,906.617971,0,0,21.48805362,27.3105942,796.3371594,7648.077826,3729.47058,136.7426522,700.6934174,7177.924725,4472.499768,-151.7515507,0,284418.6562,712.0772184,0,0,0,0,0,93.39162319,-0.344443333,0,-2.397948696
ST75X12.85,,904.1453623,122858.9203,395.9149275,0,0,-557.1042029,0,0,171.877429,313.846913,0,0,0,343.3403188,-288.6758116,,0,311.2387536,0,0,231.830942,908.1618841,0,0,21.50191449,27.33087681,797.7426377,7661.581304,3736.002319,136.8736087,701.9204696,7190.424899,4480.263072,-152.1532029,0,284947.7549,713.4040936,0,0,0,0,0,93.37849275,-0.346663333,0,-2.404204783
ST75X9.3,,905.6818841,123068.9855,396.2036232,0,0,-558.6398551,0,0,172.1700507,314.3843478,0,0,0,343.914058,-289.3094203,,0,311.7223188,0,0,232.2278986,909.7057971,0,0,21.51577536,27.35115942,799.1481159,7675.084783,3742.534058,137.0045652,703.1475217,7202.925072,4488.026377,-152.5548551,0,285476.8536,714.7309688,0,0,0,0,0,93.36536232,-0.348883333,0,-2.41046087
ST50X7.05,,907.2184058,123279.0507,396.4923188,0,0,-560.1755072,0,0,172.4626725,314.9217826,0,0,0,344.4877971,-289.943029,,0,312.2058841,0,0,232.6248551,911.2497101,0,0,21.52963623,27.37144203,800.5535942,7688.588261,3749.065797,137.1355217,704.3745739,7215.425246,4495.789681,-152.9565072,0,286005.9523,716.0578441,0,0,0,0,0,93.35223188,-0.351103333,0,-2.416716957
ST50X5.75,,908.7549275,123489.1159,396.7810145,0,0,-561.7111594,0,0,172.7552942,315.4592174,0,0,0,345.0615362,-290.5766377,,0,312.6894493,0,0,233.0218116,912.7936232,0,0,21.5434971,27.39172464,801.9590725,7702.091739,3755.597536,137.2664783,705.6016261,7227.92542,4503.552986,-153.3581594,0,286535.051,717.3847193,0,0,0,0,0,93.33910145,-0.353323333,0,-2.422973043
ST65X7.5,,910.2914493,123699.1812,397.0697101,0,0,-563.2468116,0,0,173.0479159,315.9966522,0,0,0,345.6352754,-291.2102464,,0,313.1730145,0,0,233.4187681,914.3375362,0,0,21.55735797,27.41200725,803.3645507,7715.595217,3762.129275,137.3974348,706.8286783,7240.425594,4511.31629,-153.7598116,0,287064.1497,718.7115945,0,0,0,0,0,93.32597101,-0.355543333,0,-2.42922913
ST305X90,,911.827971,123909.2464,397.3584058,0,0,-564.7824638,0,0,173.3405377,316.534087,0,0,0,346.2090145,-291.8438551,,0,313.6565797,0,0,233.8157246,915.8814493,0,0,21.57121884,27.43228986,804.770029,7729.098696,3768.661014,137.5283913,708.0557304,7252.925768,4519.079594,-154.1614638,0,287593.2484,720.0384697,0,0,0,0,0,93.31284058,-0.357763333,0,-2.435485217
ST305X79,,913.3644928,124119.3116,397.6471014,0,0,-566.3181159,0,0,173.6331594,317.0715217,0,0,0,346.7827536,-292.4774638,,0,314.1401449,0,0,234.2126812,917.4253623,0,0,21.58507971,27.45257246,806.1755072,7742.602174,3775.192754,137.6593478,709.2827826,7265.425942,4526.842899,-154.5631159,0,288122.3471,721.3653449,0,0,0,0,0,93.29971014,-0.359983333,0,-2.441741304
ST305X74.5,,914.9010145,124329.3768,397.9357971,0,0,-567.8537681,0,0,173.9257812,317.6089565,0,0,0,347.3564928,-293.1110725,,0,314.6237101,0,0,234.6096377,918.9692754,0,0,21.59894058,27.47285507,807.5809855,7756.105652,3781.724493,137.7903043,710.5098348,7277.926116,4534.606203,-154.9647681,0,288651.4458,722.6922201,0,0,0,0,0,93.28657971,-0.362203333,0,-2.447997391
ST305X67,,916.4375362,124539.442,398.2244928,0,0,-569.3894203,0,0,174.2184029,318.1463913,0,0,0,347.9302319,-293.7446812,,0,315.1072754,0,0,235.0065942,920.5131884,0,0,21.61280145,27.49313768,808.9864638,7769.60913,3788.256232,137.9212609,711.736887,7290.42629,4542.369507,-155.3664203,0,289180.5445,724.0190954,0,0,0,0,0,93.27344928,-0.364423333,0,-2.454253478
ST305X59.5,,917.974058,124749.5072,398.5131884,0,0,-570.9250725,0,0,174.5110246,318.6838261,0,0,0,348.503971,-294.3782899,,0,315.5908406,0,0,235.4035507,922.0571014,0,0,21.62666232,27.51342029,810.391942,7783.112609,3794.787971,138.0522174,712.9639391,7302.926464,4550.132812,-155.7680725,0,289709.6432,725.3459706,0,0,0,0,0,93.26031884,-0.366643333,0,-2.460509565
ST255X71.5,,919.5105797,124959.5725,398.8018841,0,0,-572.4607246,0,0,174.8036464,319.2212609,0,0,0,349.0777101,-295.0118986,,0,316.0744058,0,0,235.8005072,923.6010145,0,0,21.64052319,27.5337029,811.7974203,7796.616087,3801.31971,138.1831739,714.1909913,7315.426638,4557.896116,-156.1697246,0,290238.7419,726.6728458,0,0,0,0,0,93.24718841,-0.368863333,0,-2.466765652
ST255X64,,921.0471014,125169.6377,399.0905797,0,0,-573.9963768,0,0,175.0962681,319.7586957,0,0,0,349.6514493,-295.6455072,,0,316.557971,0,0,236.1974638,925.1449275,0,0,21.65438406,27.55398551,813.2028986,7810.119565,3807.851449,138.3141304,715.4180435,7327.926812,4565.65942,-156.5713768,0,290767.8406,727.999721,0,0,0,0,0,93.23405797,-0.371083333,0,-2.473021739
ST255X56,,922.5836232,125379.7029,399.3792754,0,0,-575.532029,0,0,175.3888899,320.2961304,0,0,0,350.2251884,-296.2791159,,0,317.0415362,0,0,236.5944203,926.6888406,0,0,21.66824493,27.57426812,814.6083768,7823.623043,3814.383188,138.445087,716.6450957,7340.426986,4573.422725,-156.973029,0,291296.9393,729.3265962,0,0,0,0,0,93.22092754,-0.373303333,0,-2.479277826
